
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 60
lreps: 9 with reps: 3

Warmup length: 10001 reps: 60
lreps: 9 with reps: 3

total: 600120
  End warm up (21060 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (min time + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of       2.00 % , convergence at       4.00 sigma with max test duration =    3000.00 ms.


COLUMNS:Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11I	DPQ_18_11P	RADIX	MARLIN	[DPQ_11 % DPQ_18_11_21]

lreps: 9 with reps: 15695

2000 4  SAWTOTH REVERSE_FR	   0.000338	   0.005843	   0.004513	   0.004544	   0.004591	   0.023020	   0.046253	    129.46 % .!!!.
2000 4  _RANDOM REVERSE_FR	   0.000338	   0.006721	$   0.004975	$   0.004866	$!  0.007378	   0.023043	   0.067897	    135.10 % .!!!.
2000 4  PLATEAU REVERSE_FR	   0.000338	   0.006716	   0.001561	   0.001566	   0.001552	   0.000672	   0.008896	    430.17 % .!!!!!.
2000 4  SHUFFLE REVERSE_FR	   0.000338	   0.037574	   0.026660	   0.021897	   0.030575	   0.035816	   0.044480	    140.94 % .!!!.
2000 4  STAGGER REVERSE_BA	   0.000338	   0.017170	   0.035258	   0.028542	   0.044269	   0.015012	   0.030081	     48.70 % 
2000 4  SAWTOTH REVERSE_BA	   0.000338	   0.005601	   0.004637	   0.004876	   0.004631	   0.022871	   0.046280	    120.79 % .!!!.
2000 4  _RANDOM REVERSE_BA	   0.000338	!  0.007972	   0.004731	   0.004654	$   0.004837	   0.023044	   0.068089	    168.50 % .!!!!.
2000 4  PLATEAU REVERSE_BA	   0.000338	   0.000957	   0.001533	   0.001536	   0.001528	   0.000838	   0.008860	     62.39 % 
2000 4  SHUFFLE REVERSE_BA	   0.000338	   0.029259	   0.037222	   0.031747	   0.044657	   0.036134	   0.044384	     78.61 % 
2000 4  STAGGER SORT______	   0.000338	   0.000966	   0.008053	   0.006272	   0.009370	   0.000833	   0.007781	     12.00 % 
2000 4  SAWTOTH SORT______	   0.000338	   0.000977	   0.004337	   0.004353	   0.004337	   0.000790	   0.008860	     22.54 % 
2000 4  _RANDOM SORT______	   0.000338	   0.000978	   0.003677	   0.003691	   0.003670	   0.000797	   0.008839	     26.60 % 
2000 4  PLATEAU SORT______	   0.000338	   0.000957	   0.001534	   0.001536	   0.001528	   0.000838	   0.008855	     62.35 % 
2000 4  SHUFFLE SORT______	   0.000338	   0.000957	   0.007923	   0.006128	   0.009216	   0.000837	   0.007781	     12.07 % 
2000 4  STAGGER DITHER____	   0.000338	   0.015889	   0.037091	   0.029569	   0.047106	   0.013983	   0.023701	     42.84 % 
2000 4  SAWTOTH DITHER____	   0.000338	   0.008891	   0.006502	   0.006386	   0.006414	   0.022920	   0.046917	    136.75 % .!!!.
2000 4  _RANDOM DITHER____	   0.000338	   0.008506	$   0.008429	$   0.006493	   0.011813	   0.023022	   0.081795	    100.91 % ..
2000 4  PLATEAU DITHER____	   0.000338	   0.006324	   0.005084	   0.005232	   0.005204	   0.022922	   0.044331	    124.39 % .!!!.
2000 4  SHUFFLE DITHER____	   0.000338	   0.035912	   0.027153	   0.026735	   0.034329	   0.035839	   0.042090	    132.25 % .!!!.
2000 16  STAGGER IDENT_____	   0.000338	   0.028080	   0.037290	   0.042051	   0.052732	   0.034498	   0.032041	     75.30 % 
2000 16  SAWTOTH IDENT_____	   0.000338	   0.012256	   0.017480	   0.011835	   0.017725	   0.022952	   0.043897	     70.11 % 
2000 16  _RANDOM IDENT_____	   0.000338	$   0.016614	   0.024512	$   0.011619	   0.025354	   0.023110	   0.101322	     67.78 % 
2000 16  PLATEAU IDENT_____	   0.000338	   0.000958	   0.001557	   0.001551	   0.001552	   0.000832	   0.008857	     61.50 % 
2000 16  SHUFFLE IDENT_____	   0.000338	   0.021101	   0.018767	   0.015311	   0.019398	   0.036300	   0.033518	    112.44 % .!!.
2000 16  STAGGER REVERSE___	   0.000338	   0.029750	   0.040693	   0.042273	   0.054511	   0.035667	   0.044449	     73.11 % 
2000 16  SAWTOTH REVERSE___	   0.000338	   0.012698	   0.012754	   0.010255	   0.012637	   0.023207	   0.051787	     99.56 % 
2000 16  _RANDOM REVERSE___	   0.000338	   0.018046	   0.026871	$   0.013837	   0.028062	   0.023132	   0.101085	     67.16 % 
2000 16  PLATEAU REVERSE___	   0.000338	   0.002536	   0.001590	   0.001571	   0.001573	   0.000678	   0.008955	    159.47 % .!!!.
2000 16  SHUFFLE REVERSE___	   0.000338	   0.022669	   0.024093	$   0.019414	   0.024684	   0.036525	   0.044736	     94.09 % 
2000 16  STAGGER REVERSE_FR	   0.000338	   0.028649	   0.043245	   0.043287	   0.060945	   0.035402	   0.038025	     66.25 % 
2000 16  SAWTOTH REVERSE_FR	   0.000338	   0.012710	   0.026776	   0.013529	   0.026671	   0.023190	   0.047935	     47.47 % 
2000 16  _RANDOM REVERSE_FR	   0.000338	   0.017986	   0.023520	$   0.011869	   0.023793	   0.023120	   0.101488	     76.47 % 
2000 16  PLATEAU REVERSE_FR	   0.000338	   0.006715	   0.001595	   0.001595	   0.001578	   0.000688	   0.008957	    421.11 % .!!!!!.
2000 16  SHUFFLE REVERSE_FR	   0.000337	   0.024351	   0.021949	   0.016650	   0.022265	   0.036719	   0.040705	    110.94 % .!!.
2000 16  STAGGER REVERSE_BA	   0.000338	   0.029070	   0.044536	   0.043227	   0.058914	   0.035117	   0.038479	     65.27 % 
2000 16  SAWTOTH REVERSE_BA	   0.000338	   0.011089	   0.013350	   0.010020	   0.013663	   0.022951	   0.048008	     83.06 % 
2000 16  _RANDOM REVERSE_BA	   0.000338	   0.018815	   0.023016	$   0.011764	   0.023068	   0.023138	   0.101280	     81.75 % 
2000 16  PLATEAU REVERSE_BA	   0.000338	   0.000957	   0.001556	   0.001551	   0.001552	   0.000838	   0.008862	     61.46 % 
2000 16  SHUFFLE REVERSE_BA	   0.000338	   0.019727	   0.024772	   0.019947	   0.024113	   0.036223	   0.038981	     79.63 % 
2000 16  STAGGER SORT______	   0.000338	   0.000957	   0.007919	   0.006134	   0.009226	   0.000831	   0.007777	     12.08 % 
2000 16  SAWTOTH SORT______	   0.000338	   0.000965	   0.007767	   0.007803	   0.007743	   0.000837	   0.008810	     12.43 % 
2000 16  _RANDOM SORT______	   0.000338	   0.000958	   0.007226	   0.006698	   0.007185	   0.000838	   0.008704	     13.26 % 
2000 16  PLATEAU SORT______	   0.000338	   0.000957	   0.001556	   0.001551	   0.001551	   0.000836	   0.008860	     61.48 % 
2000 16  SHUFFLE SORT______	   0.000338	   0.000957	   0.007921	   0.006125	   0.009247	   0.000837	   0.007780	     12.09 % 
2000 16  STAGGER DITHER____	   0.000338	   0.028303	   0.041261	   0.042046	   0.053776	   0.034553	   0.032202	     68.59 % 
2000 16  SAWTOTH DITHER____	   0.000338	   0.014929	   0.026770	   0.015279	   0.028426	   0.022918	   0.048615	     55.77 % 
2000 16  _RANDOM DITHER____	   0.000338	   0.020346	   0.028431	$   0.016227	   0.029284	   0.023079	   0.104498	     71.56 % 
2000 16  PLATEAU DITHER____	   0.000338	   0.006351	   0.005433	   0.005502	   0.005839	   0.022915	   0.044320	    116.90 % .!!.
2000 16  SHUFFLE DITHER____	   0.000338	   0.021356	   0.019696	   0.016407	   0.020397	   0.036817	   0.034935	    108.43 % .!.
2000 64  STAGGER IDENT_____	   0.000338	   0.041319	   0.057098	   0.054997	   0.067449	   0.029066	   0.039449	     72.37 % 
2000 64  SAWTOTH IDENT_____	   0.000338	   0.029473	   0.027739	   0.021137	   0.034425	   0.023370	   0.035795	    106.25 % .!.
2000 64  _RANDOM IDENT_____	   0.000338	   0.041241	   0.050363	   0.044525	   0.054229	   0.023160	   0.125462	     81.89 % 
2000 64  PLATEAU IDENT_____	   0.000338	   0.000957	   0.001654	   0.001661	   0.001598	   0.000838	   0.008825	     57.87 % 
2000 64  SHUFFLE IDENT_____	   0.000338	   0.026842	   0.013770	   0.011044	   0.014861	   0.037474	   0.025077	    194.93 % .!!!!.
2000 64  STAGGER REVERSE___	   0.000338	   0.043504	   0.054312	   0.051301	   0.065014	   0.029533	   0.050011	     80.10 % 
2000 64  SAWTOTH REVERSE___	   0.000338	   0.031261	   0.027794	   0.024126	   0.039085	   0.024086	   0.047647	    112.47 % .!!.
2000 64  _RANDOM REVERSE___	   0.000338	   0.041439	   0.047670	   0.043177	   0.051911	   0.023164	   0.125473	     86.93 % 
2000 64  PLATEAU REVERSE___	   0.000338	   0.002537	   0.001825	   0.001819	   0.001785	   0.000738	   0.009244	    139.06 % .!!!.
2000 64  SHUFFLE REVERSE___	   0.000338	   0.025924	   0.015599	   0.013485	   0.016373	   0.038088	   0.036642	    166.20 % .!!!!.
2000 64  STAGGER REVERSE_FR	   0.000338	   0.042764	   0.061735	   0.055340	   0.072565	   0.029473	   0.044920	     69.27 % 
2000 64  SAWTOTH REVERSE_FR	   0.000338	   0.034133	   0.035603	   0.024793	   0.045411	   0.024072	   0.041929	     95.87 % 
2000 64  _RANDOM REVERSE_FR	   0.000338	   0.041481	   0.048582	   0.045733	   0.053327	   0.023144	   0.125400	     85.38 % 
2000 64  PLATEAU REVERSE_FR	   0.000338	   0.006648	   0.001759	   0.001754	   0.001702	   0.000748	   0.009249	    378.05 % .!!!!!.
2000 64  SHUFFLE REVERSE_FR	   0.000338	   0.027953	   0.018181	   0.014473	   0.019199	   0.037387	   0.030810	    153.74 % .!!!.
2000 64  STAGGER REVERSE_BA	   0.000338	   0.042839	   0.056592	   0.053691	   0.070869	   0.029103	   0.044982	     75.70 % 
2000 64  SAWTOTH REVERSE_BA	   0.000338	   0.035644	   0.031157	   0.023642	   0.038682	   0.023369	   0.041847	    114.40 % .!!.
2000 64  _RANDOM REVERSE_BA	   0.000338	   0.041277	   0.049207	$   0.046875	   0.053581	   0.023136	   0.124621	     83.88 % 
2000 64  PLATEAU REVERSE_BA	   0.000338	   0.000957	   0.001651	   0.001663	   0.001599	   0.000838	   0.008818	     57.96 % 
2000 64  SHUFFLE REVERSE_BA	   0.000338	   0.028032	   0.018825	   0.014740	   0.019755	   0.037796	   0.031201	    148.91 % .!!!.
2000 64  STAGGER SORT______	   0.000338	   0.000963	   0.008055	   0.006285	   0.009361	   0.000833	   0.007779	     11.96 % 
2000 64  SAWTOTH SORT______	   0.000338	   0.000963	   0.009318	   0.007903	   0.009705	   0.000847	   0.008116	     10.33 % 
2000 64  _RANDOM SORT______	   0.000338	   0.000964	   0.009101	   0.007737	   0.009718	   0.000843	   0.008379	     10.59 % 
2000 64  PLATEAU SORT______	   0.000338	   0.000957	   0.001656	   0.001662	   0.001599	   0.000838	   0.008820	     57.79 % 
2000 64  SHUFFLE SORT______	   0.000338	   0.000957	   0.007913	   0.006124	   0.009218	   0.000835	   0.007781	     12.09 % 
2000 64  STAGGER DITHER____	   0.000338	   0.041425	   0.056963	   0.055120	   0.067409	   0.029169	   0.039402	     72.72 % 
2000 64  SAWTOTH DITHER____	   0.000338	   0.024217	   0.036088	   0.031390	   0.043800	   0.023041	   0.040921	     67.11 % 
2000 64  _RANDOM DITHER____	   0.000338	   0.042679	   0.047716	   0.044768	   0.054494	   0.023119	   0.126168	     89.44 % 
2000 64  PLATEAU DITHER____	   0.000338	   0.006753	   0.005499	   0.005728	   0.005821	   0.023109	   0.043863	    122.80 % .!!!.
2000 64  SHUFFLE DITHER____	   0.000338	   0.018263	   0.014867	   0.012152	   0.015955	   0.037391	   0.028457	    122.84 % .!!!.
2000 256  STAGGER IDENT_____	   0.000338	   0.065002	   0.061421	   0.058668	   0.069295	   0.033102	   0.046213	    105.83 % .!.
2000 256  SAWTOTH IDENT_____	   0.000338	   0.017676	   0.033583	   0.028851	   0.046189	   0.015489	   0.027150	     52.63 % 
2000 256  _RANDOM IDENT_____	   0.000338	   0.072254	   0.067562	   0.063516	   0.075386	   0.023703	   0.141541	    106.94 % .!.
2000 256  PLATEAU IDENT_____	   0.000338	   0.000964	   0.002219	   0.002158	   0.002162	   0.000838	   0.008728	     43.44 % 
2000 256  SHUFFLE IDENT_____	   0.000338	   0.016244	   0.010790	   0.008756	   0.012542	   0.014422	   0.017084	    150.55 % .!!!.
2000 256  STAGGER REVERSE___	   0.000338	   0.063715	   0.057577	   0.056071	   0.068347	   0.033282	   0.049810	    110.66 % .!!.
2000 256  SAWTOTH REVERSE___	   0.000338	   0.019269	   0.035087	   0.031258	   0.047479	   0.016977	   0.039617	     54.92 % 
2000 256  _RANDOM REVERSE___	   0.000338	   0.071863	   0.065898	   0.062617	   0.075190	   0.023694	   0.141352	    109.05 % .!.
2000 256  PLATEAU REVERSE___	   0.000338	   0.002542	   0.002972	   0.002846	   0.002919	   0.000996	   0.010325	     85.53 % 
2000 256  SHUFFLE REVERSE___	   0.000338	   0.015837	   0.013980	   0.011881	   0.015234	   0.014554	   0.029001	    113.28 % .!!.
2000 256  STAGGER REVERSE_FR	   0.000338	   0.067203	   0.065354	   0.057636	   0.073028	   0.033284	   0.048880	    102.83 % ..
2000 256  SAWTOTH REVERSE_FR	   0.000338	   0.022081	   0.042586	   0.035195	   0.056456	   0.019498	   0.033412	     51.85 % 
2000 256  _RANDOM REVERSE_FR	   0.000338	   0.071769	   0.065454	   0.063402	   0.075084	   0.023671	   0.142041	    109.65 % .!.
2000 256  PLATEAU REVERSE_FR	   0.000338	   0.006672	   0.005016	   0.004976	   0.004955	   0.001013	   0.010330	    133.02 % .!!!.
2000 256  SHUFFLE REVERSE_FR	   0.000338	   0.017469	   0.016881	   0.013056	   0.017875	   0.015201	   0.023207	    103.48 % ..
2000 256  STAGGER REVERSE_BA	   0.000338	   0.066036	   0.061423	   0.057672	   0.070201	   0.033165	   0.047092	    107.51 % .!.
2000 256  SAWTOTH REVERSE_BA	   0.000338	   0.023758	   0.037554	   0.031939	   0.049594	   0.020765	   0.033467	     63.26 % 
2000 256  _RANDOM REVERSE_BA	   0.000338	   0.071578	   0.064790	   0.061580	   0.074702	   0.023682	   0.140882	    110.48 % .!!.
2000 256  PLATEAU REVERSE_BA	   0.000338	   0.000957	   0.002219	   0.002157	   0.002170	   0.000838	   0.008725	     43.14 % 
2000 256  SHUFFLE REVERSE_BA	   0.000338	   0.017660	   0.015386	   0.012315	   0.016674	   0.015674	   0.023088	    114.78 % .!!.
2000 256  STAGGER SORT______	   0.000338	   0.000957	   0.007924	   0.006146	   0.009235	   0.000837	   0.007779	     12.08 % 
2000 256  SAWTOTH SORT______	   0.000338	   0.000959	   0.007954	$   0.006612	   0.009666	   0.000838	   0.007779	     12.06 % 
2000 256  _RANDOM SORT______	   0.000338	   0.000964	   0.007950	$   0.006587	   0.009036	   0.000839	   0.007779	     12.13 % 
2000 256  PLATEAU SORT______	   0.000338	   0.000957	   0.002217	   0.002157	   0.002166	   0.000837	   0.008728	     43.15 % 
2000 256  SHUFFLE SORT______	   0.000338	   0.000963	   0.007921	   0.006130	   0.009252	   0.000838	   0.007778	     12.16 % 
2000 256  STAGGER DITHER____	   0.000338	   0.064947	   0.058073	   0.056737	   0.065086	   0.033159	   0.046582	    111.84 % .!!.
2000 256  SAWTOTH DITHER____	   0.000338	   0.045451	   0.038627	   0.037865	   0.054452	   0.023814	   0.034021	    117.67 % .!!.
2000 256  _RANDOM DITHER____	   0.000338	   0.072586	   0.063846	   0.060827	   0.073407	   0.023924	   0.141578	    113.69 % .!!.
2000 256  PLATEAU DITHER____	   0.000338	   0.007700	   0.006525	   0.006154	   0.006968	   0.023784	   0.042581	    118.01 % .!!.
2000 256  SHUFFLE DITHER____	   0.000338	   0.015372	   0.012080	   0.009918	   0.013748	   0.036685	   0.025029	    127.25 % .!!!.
2000 1024  STAGGER IDENT_____	   0.000338	   0.031427	   0.046908	   0.038840	   0.055255	   0.028143	   0.044814	     67.00 % 
2000 1024  SAWTOTH IDENT_____	   0.000338	   0.006464	   0.050816	   0.032869	   0.054290	   0.005738	   0.015582	     12.72 % 
2000 1024  _RANDOM IDENT_____	   0.000338	   0.080665	   0.068390	   0.064325	   0.077184	   0.028002	   0.145117	    117.95 % .!!.
2000 1024  PLATEAU IDENT_____	   0.000338	   0.000957	   0.006668	   0.005972	   0.006930	   0.000838	   0.008331	     14.35 % 
2000 1024  SHUFFLE IDENT_____	   0.000338	!  0.005337	   0.009118	   0.007168	   0.010556	!  0.004695	!  0.012000	     58.54 % 
2000 1024  STAGGER REVERSE___	   0.000338	   0.032575	   0.043601	   0.037308	   0.053667	   0.028079	   0.049862	     74.71 % 
2000 1024  SAWTOTH REVERSE___	   0.000338	   0.007999	   0.054345	$   0.035634	   0.061373	   0.007093	   0.028271	     14.72 % 
2000 1024  _RANDOM REVERSE___	   0.000338	   0.079251	   0.069346	   0.063454	   0.077895	   0.027987	   0.144904	    114.28 % .!!.
2000 1024  PLATEAU REVERSE___	   0.000338	   0.002498	   0.009441	   0.008708	   0.009543	   0.001979	   0.014741	     26.46 % 
2000 1024  SHUFFLE REVERSE___	   0.000338	!  0.006434	   0.012058	   0.010090	   0.013520	!  0.005820	   0.024413	     53.36 % 
2000 1024  STAGGER REVERSE_FR	   0.000338	   0.031148	   0.048289	   0.042628	   0.057748	   0.028167	   0.047109	     64.50 % 
2000 1024  SAWTOTH REVERSE_FR	   0.000338	   0.007221	   0.045869	   0.032457	   0.049838	   0.009094	   0.022015	     15.74 % 
2000 1024  _RANDOM REVERSE_FR	   0.000338	   0.080375	   0.068425	   0.065236	   0.077206	   0.027956	   0.145227	    117.47 % .!!.
2000 1024  PLATEAU REVERSE_FR	   0.000338	   0.001679	   0.013883	   0.011924	   0.013610	   0.005882	   0.014548	     12.10 % 
2000 1024  SHUFFLE REVERSE_FR	   0.000338	!  0.006163	   0.016707	   0.012880	   0.017634	!  0.009262	   0.018273	     36.89 % 
2000 1024  STAGGER REVERSE_BA	   0.000338	   0.031271	   0.043418	   0.039503	   0.051548	   0.028120	   0.047474	     72.02 % 
2000 1024  SAWTOTH REVERSE_BA	   0.000338	   0.007243	   0.045559	   0.031949	   0.050390	   0.010849	   0.021869	     15.90 % 
2000 1024  _RANDOM REVERSE_BA	   0.000338	   0.080062	   0.066986	   0.062990	   0.076670	   0.027997	   0.144502	    119.52 % .!!.
2000 1024  PLATEAU REVERSE_BA	   0.000338	   0.005498	   0.006737	   0.006043	   0.006982	   0.004882	   0.008455	     81.61 % 
2000 1024  SHUFFLE REVERSE_BA	   0.000338	!  0.010373	   0.014972	   0.011347	   0.016451	!  0.009179	   0.018218	     69.28 % 
2000 1024  STAGGER SORT______	   0.000338	   0.000953	   0.009551	   0.008020	   0.009814	   0.000838	   0.008090	      9.97 % 
2000 1024  SAWTOTH SORT______	   0.000338	   0.000956	   0.008013	$   0.006404	   0.009047	   0.000839	   0.007779	     11.93 % 
2000 1024  _RANDOM SORT______	   0.000338	   0.000962	   0.007825	$   0.006428	   0.009238	   0.000840	   0.007780	     12.30 % 
2000 1024  PLATEAU SORT______	   0.000338	   0.000957	   0.006677	   0.005978	   0.006943	   0.000838	   0.008343	     14.34 % 
2000 1024  SHUFFLE SORT______	   0.000338	   0.000957	   0.007686	   0.006127	   0.009238	   0.000831	   0.007779	     12.45 % 
2000 1024  STAGGER DITHER____	   0.000338	   0.031383	   0.046856	   0.038659	   0.054962	   0.028365	   0.044800	     66.98 % 
2000 1024  SAWTOTH DITHER____	   0.000338	   0.022589	   0.051286	$   0.034647	   0.059733	   0.028211	   0.031016	     44.05 % 
2000 1024  _RANDOM DITHER____	   0.000338	   0.081112	   0.067274	   0.062706	   0.076943	   0.027972	   0.145182	    120.57 % .!!!.
2000 1024  PLATEAU DITHER____	   0.000338	   0.011111	   0.011477	$   0.009149	   0.011526	   0.026433	   0.036692	     96.82 % 
2000 1024  SHUFFLE DITHER____	   0.000338	   0.013587	   0.010360	$   0.008790	   0.011938	   0.033522	   0.024225	    131.15 % .!!!.
lreps: 7 with reps: 90

5000 1  STAGGER IDENT_____	   0.000807	   0.016447	   0.011906	   0.010931	   0.011039	   0.014481	   0.025586	    138.14 % .!!!.
5000 1  SAWTOTH IDENT_____	   0.000806	   0.002463	   0.001516	   0.001525	   0.001510	   0.002079	   0.018310	    162.47 % .!!!!.
5000 1  _RANDOM IDENT_____	   0.000811	   0.002439	   0.001514	   0.001518	   0.001504	   0.002070	   0.018188	    161.05 % .!!!!.
5000 1  PLATEAU IDENT_____	   0.000811	   0.002362	   0.002939	   0.002941	   0.002932	   0.002040	   0.018537	     80.37 % 
5000 1  SHUFFLE IDENT_____	   0.000807	   0.002363	   0.002942	   0.002947	   0.002940	   0.002045	   0.016544	     80.31 % 
5000 1  STAGGER REVERSE___	   0.000813	   0.020081	   0.016744	   0.015737	   0.015832	   0.017751	   0.070531	    119.93 % .!!.
5000 1  SAWTOTH REVERSE___	   0.000813	   0.002442	   0.001512	   0.001514	   0.001498	   0.002077	   0.018238	    161.51 % .!!!!.
5000 1  _RANDOM REVERSE___	   0.000809	   0.002453	   0.001507	   0.001521	   0.001504	   0.002076	   0.018236	    162.73 % .!!!!.
5000 1  PLATEAU REVERSE___	   0.000812	   0.006170	   0.001527	   0.001534	   0.001520	   0.001473	   0.018288	    404.07 % .!!!!!.
5000 1  SHUFFLE REVERSE___	   0.000813	   0.005825	   0.007571	   0.007628	   0.007570	   0.005263	   0.060565	     76.93 % 
5000 1  STAGGER REVERSE_FR	   0.000809	   0.018275	   0.014311	   0.013327	   0.013419	   0.016101	   0.047799	    127.69 % .!!!.
5000 1  SAWTOTH REVERSE_FR	   0.000810	   0.002453	   0.001515	   0.001519	   0.001502	   0.002080	   0.018195	    161.97 % .!!!!.
5000 1  _RANDOM REVERSE_FR	   0.000812	   0.002447	   0.001513	   0.001518	   0.001501	   0.002071	   0.018341	    161.72 % .!!!!.
5000 1  PLATEAU REVERSE_FR	   0.000810	   0.016655	   0.001536	   0.001548	   0.001535	   0.001491	   0.018501	   1084.19 % .!!!!!.
5000 1  SHUFFLE REVERSE_FR	   0.000809	   0.004134	   0.005329	   0.005332	   0.005319	   0.014696	   0.038361	     77.57 % 
5000 1  STAGGER REVERSE_BA	   0.000808	   0.018298	   0.014300	   0.013326	   0.013424	   0.016126	   0.047783	    127.96 % .!!!.
5000 1  SAWTOTH REVERSE_BA	   0.000806	   0.002451	   0.001505	   0.001523	   0.001511	   0.002083	   0.018336	    162.80 % .!!!!.
5000 1  _RANDOM REVERSE_BA	   0.000815	   0.002456	   0.001513	   0.001513	   0.001504	   0.002072	   0.018230	    162.33 % .!!!!.
5000 1  PLATEAU REVERSE_BA	   0.000810	   0.002359	   0.002938	   0.002944	   0.002934	   0.002042	   0.018563	     80.31 % 
5000 1  SHUFFLE REVERSE_BA	   0.000808	   0.018330	   0.014355	   0.012942	   0.013802	   0.016134	   0.038381	    127.69 % .!!!.
5000 1  STAGGER SORT______	   0.000807	   0.002378	   0.002946	   0.002956	   0.002941	   0.002055	   0.016527	     80.70 % 
5000 1  SAWTOTH SORT______	   0.000811	   0.002453	   0.001502	   0.001517	   0.001504	   0.002076	   0.018240	    163.29 % .!!!!.
5000 1  _RANDOM SORT______	   0.000813	   0.002428	   0.001509	   0.001518	   0.001504	   0.002070	   0.018240	    160.91 % .!!!!.
5000 1  PLATEAU SORT______	   0.000809	   0.002355	   0.002933	   0.002947	   0.002936	   0.002043	   0.018517	     80.27 % 
5000 1  SHUFFLE SORT______	   0.000809	   0.002357	   0.002940	   0.002944	   0.002934	   0.002039	   0.016529	     80.19 % 
5000 1  STAGGER DITHER____	   0.000806	   0.127325	   0.215892	   0.159872	   0.221334	   0.079897	   0.054912	     58.98 % 
5000 1  SAWTOTH DITHER____	   0.000809	   0.014440	   0.015520	   0.015157	   0.016430	   0.054439	   0.135922	     93.04 % 
5000 1  _RANDOM DITHER____	   0.000812	   0.014417	   0.015519	   0.015139	   0.016503	   0.054485	   0.135301	     92.90 % 
5000 1  PLATEAU DITHER____	   0.000811	   0.014434	   0.014708	   0.014475	   0.014872	   0.054526	   0.136051	     98.14 % 
5000 1  SHUFFLE DITHER____	   0.000807	   0.036792	   0.029186	   0.022897	   0.029978	   0.074978	   0.053518	    126.06 % .!!!.
5000 4  STAGGER IDENT_____	   0.000812	   0.040185	   0.185726	   0.154703	   0.191646	   0.035083	   0.057267	     21.64 % 
5000 4  SAWTOTH IDENT_____	   0.000807	   0.015775	   0.011332	   0.011470	   0.012684	   0.054420	   0.131780	    139.21 % .!!!.
5000 4  _RANDOM IDENT_____	   0.000810	   0.030642	   0.035557	   0.029047	   0.036960	   0.054824	   0.226531	     86.18 % 
5000 4  PLATEAU IDENT_____	   0.000814	   0.002352	   0.002937	   0.002941	   0.002932	   0.002036	   0.018522	     80.07 % 
5000 4  SHUFFLE IDENT_____	   0.000814	   0.154953	   0.126703	   0.111002	   0.135566	   0.094243	   0.150275	    122.30 % .!!!.
5000 4  STAGGER REVERSE___	   0.000811	   0.044055	   0.191387	   0.161056	   0.197923	   0.038523	   0.105073	     23.02 % 
5000 4  SAWTOTH REVERSE___	   0.000810	   0.016519	   0.011384	   0.011480	   0.011017	   0.055143	   0.136582	    145.10 % .!!!.
5000 4  _RANDOM REVERSE___	   0.000811	   0.028117	   0.035273	   0.030308	   0.036896	   0.055333	   0.226894	     79.71 % 
5000 4  PLATEAU REVERSE___	   0.000809	   0.006162	   0.001530	   0.001544	   0.001531	   0.001490	   0.018461	    402.85 % .!!!!!.
5000 4  SHUFFLE REVERSE___	   0.000808	   0.141380	   0.133536	   0.118706	   0.143009	   0.095233	   0.173929	    105.87 % .!.
5000 4  STAGGER REVERSE_FR	   0.000812	   0.041992	   0.197950	   0.160199	   0.206186	   0.036834	   0.080809	     21.21 % 
5000 4  SAWTOTH REVERSE_FR	   0.000812	   0.016291	   0.012926	   0.012312	   0.013107	   0.055085	   0.136065	    126.03 % .!!!.
5000 4  _RANDOM REVERSE_FR	   0.000810	   0.028554	   0.037261	   0.029591	   0.037839	   0.055386	   0.227136	     76.63 % 
5000 4  PLATEAU REVERSE_FR	   0.000816	   0.016662	   0.001545	   0.001549	   0.001535	   0.001487	   0.018698	   1078.66 % .!!!!!.
5000 4  SHUFFLE REVERSE_FR	   0.000807	   0.162399	   0.114376	   0.100046	   0.126664	   0.094480	   0.167814	    141.99 % .!!!.
5000 4  STAGGER REVERSE_BA	   0.000812	   0.043560	   0.193080	   0.161465	   0.198198	   0.038001	   0.080939	     22.56 % 
5000 4  SAWTOTH REVERSE_BA	   0.000812	   0.017584	   0.012055	   0.010887	   0.012870	   0.054987	   0.135605	    145.87 % .!!!.
5000 4  _RANDOM REVERSE_BA	   0.000811	$   0.029691	   0.035727	$   0.028454	   0.036981	   0.055258	   0.226154	     83.11 % 
5000 4  PLATEAU REVERSE_BA	   0.000811	   0.002362	   0.002941	   0.002945	   0.002930	   0.002043	   0.018551	     80.32 % 
5000 4  SHUFFLE REVERSE_BA	   0.000809	   0.141145	   0.152687	   0.135608	   0.160914	   0.094783	   0.166868	     92.44 % 
5000 4  STAGGER SORT______	   0.000813	   0.002363	   0.002938	   0.002946	   0.002936	   0.002046	   0.016536	     80.40 % 
5000 4  SAWTOTH SORT______	   0.000809	   0.002401	   0.002614	   0.002612	   0.002608	   0.001849	   0.018504	     91.86 % 
5000 4  _RANDOM SORT______	   0.000813	   0.002367	   0.002606	   0.002612	   0.002603	   0.001855	   0.018501	     90.82 % 
5000 4  PLATEAU SORT______	   0.000810	   0.002357	   0.002939	   0.002934	   0.002933	   0.002044	   0.018490	     80.22 % 
5000 4  SHUFFLE SORT______	   0.000809	   0.002358	   0.002938	   0.002946	   0.002941	   0.002043	   0.016522	     80.25 % 
