
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2%.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 801 with reps: 17

100 64  STAGGER REVERSE_BA	   0.000015	   0.000988	   0.000870	   0.001216	   0.003764	    113.61 % .!!.
100 64  SAWTOTH REVERSE_BA	   0.000015	   0.000802	   0.000767	   0.000556	   0.000701	    104.52 % ..
100 64  _RANDOM REVERSE_BA	   0.000014	   0.000972	   0.000979	   0.001167	   0.003777	     99.33 % 
100 64  PLATEAU REVERSE_BA	   0.000014	   0.000458	   0.000456	   0.000254	   0.000405	    100.55 % ..
100 64  SHUFFLE REVERSE_BA	   0.000015	   0.000476	   0.000543	   0.000491	   0.000887	     87.78 % 
100 64  STAGGER SORT______	   0.000015	   0.000199	   0.000230	   0.000130	   0.000121	     86.86 % 
100 64  SAWTOTH SORT______	   0.000015	   0.000196	   0.000231	   0.000130	   0.000121	     84.87 % 
100 64  _RANDOM SORT______	   0.000015	   0.000201	   0.000230	   0.000130	   0.000121	     87.31 % 
100 64  PLATEAU SORT______	   0.000015	   0.000194	   0.000228	   0.000130	   0.000120	     85.03 % 
100 64  SHUFFLE SORT______	   0.000015	   0.000194	   0.000230	   0.000131	   0.000120	     84.54 % 
100 64  STAGGER DITHER____	   0.000015	   0.001024	   0.001097	   0.001217	   0.003788	     93.38 % 
100 64  SAWTOTH DITHER____	   0.000015	   0.000952	   0.000834	   0.000651	   0.003805	    114.17 % .!!.
100 64  _RANDOM DITHER____	   0.000015	   0.000963	   0.001011	   0.001144	   0.003793	     95.23 % 
100 64  PLATEAU DITHER____	   0.000015	   0.000675	   0.000617	   0.000330	   0.003792	    109.46 % .!.
100 64  SHUFFLE DITHER____	   0.000015	   0.000480	   0.000477	   0.000268	   0.004241	    100.46 % ..
lreps: 201 with reps: 12

200 1  STAGGER IDENT_____	   0.000019	   0.001498	   0.002278	   0.002409	   0.000763	     65.78 % 
200 1  SAWTOTH IDENT_____	   0.000027	   0.000247	   0.000242	   0.000218	   0.000150	    102.12 % ..
200 1  _RANDOM IDENT_____	   0.000027	   0.000249	   0.000245	   0.000218	   0.000150	    101.64 % ..
200 1  PLATEAU IDENT_____	   0.000021	   0.000257	   0.000265	   0.000237	   0.000160	     97.10 % 
200 1  SHUFFLE IDENT_____	   0.000020	   0.000560	   0.000462	   0.000417	   0.000160	    121.16 % .!!!.
200 1  STAGGER REVERSE___	   0.000021	   0.001555	   0.002254	   0.002241	   0.000902	     68.97 % 
200 1  SAWTOTH REVERSE___	   0.000021	   0.000253	   0.000248	   0.000223	   0.000157	    101.89 % ..
200 1  _RANDOM REVERSE___	   0.000021	   0.000253	   0.000250	   0.000223	   0.000156	    101.44 % ..
200 1  PLATEAU REVERSE___	   0.000020	   0.000258	   0.000254	   0.000224	   0.000151	    101.42 % ..
200 1  SHUFFLE REVERSE___	   0.000020	   0.000926	   0.001002	   0.000935	   0.000290	     92.45 % 
200 1  STAGGER REVERSE_FR	   0.000020	   0.001475	   0.002200	   0.002343	   0.000837	     67.07 % 
200 1  SAWTOTH REVERSE_FR	   0.000020	   0.000254	   0.000248	   0.000223	   0.000158	    102.37 % ..
200 1  _RANDOM REVERSE_FR	   0.000020	   0.000255	   0.000248	   0.000223	   0.000157	    102.68 % ..
200 1  PLATEAU REVERSE_FR	   0.000020	   0.000256	   0.000263	   0.000239	   0.000154	     97.61 % 
200 1  SHUFFLE REVERSE_FR	   0.000020	   0.001443	   0.001057	   0.001179	   0.000764	    136.58 % .!!!.
200 1  STAGGER REVERSE_BA	   0.000021	   0.001539	   0.002104	   0.002052	   0.000828	     73.14 % 
200 1  SAWTOTH REVERSE_BA	   0.000020	   0.000254	   0.000250	   0.000223	   0.000156	    101.59 % ..
200 1  _RANDOM REVERSE_BA	   0.000020	   0.000255	   0.000248	   0.000223	   0.000157	    103.05 % ..
200 1  PLATEAU REVERSE_BA	   0.000020	   0.000254	   0.000264	   0.000236	   0.000160	     96.45 % 
200 1  SHUFFLE REVERSE_BA	   0.000021	   0.000734	   0.001307	   0.001088	   0.000846	     56.20 % 
200 1  STAGGER SORT______	   0.000020	   0.000589	   0.000463	   0.000417	   0.000161	    127.22 % .!!!.
200 1  SAWTOTH SORT______	   0.000027	   0.000250	   0.000242	   0.000218	   0.000150	    102.98 % ..
200 1  _RANDOM SORT______	   0.000021	   0.000255	   0.000250	   0.000224	   0.000156	    102.21 % ..
200 1  PLATEAU SORT______	   0.000021	   0.000256	   0.000262	   0.000234	   0.000160	     97.72 % 
200 1  SHUFFLE SORT______	   0.000020	   0.000557	   0.000459	   0.000422	   0.000161	    121.24 % .!!!.
200 1  STAGGER DITHER____	   0.000020	   0.001564	   0.002458	   0.002615	   0.004998	     63.61 % 
200 1  SAWTOTH DITHER____	   0.000027	   0.000602	   0.000980	   0.001032	   0.004634	     61.48 % 
200 1  _RANDOM DITHER____	   0.000021	   0.000606	   0.000946	   0.001050	   0.004641	     64.09 % 
200 1  PLATEAU DITHER____	   0.000021	   0.000641	   0.001007	   0.001021	   0.004637	     63.65 % 
200 1  SHUFFLE DITHER____	   0.000020	   0.000872	   0.000568	   0.000512	   0.005468	    153.57 % .!!!.
200 4  STAGGER IDENT_____	   0.000020	   0.001820	   0.002018	   0.002094	   0.001767	     90.20 % 
200 4  SAWTOTH IDENT_____	   0.000020	   0.000631	   0.000511	   0.001260	   0.004632	    123.40 % .!!!.
200 4  _RANDOM IDENT_____	   0.000020	   0.000686	!  0.001010	   0.001066	   0.004711	     68.00 % 
200 4  PLATEAU IDENT_____	   0.000027	   0.000256	   0.000262	   0.000236	   0.000153	     97.74 % 
200 4  SHUFFLE IDENT_____	   0.000021	   0.001529	   0.001665	   0.001742	   0.006057	     91.82 % 
200 4  STAGGER REVERSE___	   0.000027	   0.002081	   0.002406	   0.002121	   0.001917	     86.48 % 
200 4  SAWTOTH REVERSE___	   0.000021	   0.000626	   0.001084	   0.001126	   0.004744	     57.76 % 
200 4  _RANDOM REVERSE___	   0.000021	   0.000804	!  0.001262	   0.001237	   0.004715	     63.73 % 
200 4  PLATEAU REVERSE___	   0.000020	   0.000270	   0.000268	   0.000237	   0.000154	    100.64 % ..
200 4  SHUFFLE REVERSE___	   0.000021	   0.001612	   0.002115	   0.001923	   0.007288	     76.23 % 
200 4  STAGGER REVERSE_FR	   0.000021	   0.002039	   0.001936	   0.001873	   0.001822	    105.34 % .!.
200 4  SAWTOTH REVERSE_FR	   0.000020	   0.000655	   0.001226	   0.001233	   0.004744	     53.39 % 
200 4  _RANDOM REVERSE_FR	   0.000020	   0.000701	!  0.000965	!  0.000974	   0.004703	     72.67 % 
200 4  PLATEAU REVERSE_FR	   0.000021	   0.000279	   0.000273	   0.000236	   0.000158	    101.95 % ..
200 4  SHUFFLE REVERSE_FR	   0.000020	   0.002115	   0.002046	   0.001736	   0.006483	    103.37 % ..
200 4  STAGGER REVERSE_BA	   0.000021	   0.001615	   0.001838	   0.001713	   0.001886	     87.86 % 
200 4  SAWTOTH REVERSE_BA	   0.000021	   0.000646	   0.000536	   0.001499	   0.004634	    120.65 % .!!!.
200 4  _RANDOM REVERSE_BA	   0.000020	   0.000724	!  0.001097	   0.001064	   0.004711	     65.96 % 
200 4  PLATEAU REVERSE_BA	   0.000021	   0.000262	   0.000269	   0.000242	   0.000160	     97.51 % 
200 4  SHUFFLE REVERSE_BA	   0.000021	   0.001413	   0.002135	   0.002164	   0.006578	     66.20 % 
200 4  STAGGER SORT______	   0.000027	   0.000589	   0.000495	   0.000423	   0.000153	    118.93 % .!!.
200 4  SAWTOTH SORT______	   0.000020	   0.000741	   0.000512	   0.000482	   0.000159	    144.93 % .!!!.
200 4  _RANDOM SORT______	   0.000021	   0.000723	   0.000566	   0.000485	   0.000160	    127.76 % .!!!.
200 4  PLATEAU SORT______	   0.000020	   0.000261	   0.000269	   0.000242	   0.000160	     97.01 % 
200 4  SHUFFLE SORT______	   0.000020	   0.000561	   0.000462	   0.000417	   0.000160	    121.63 % .!!!.
200 4  STAGGER DITHER____	   0.000020	   0.001827	   0.002011	   0.002049	   0.001766	     90.88 % 
200 4  SAWTOTH DITHER____	   0.000020	   0.000889	   0.001537	   0.001607	   0.004652	     57.81 % 
200 4  _RANDOM DITHER____	   0.000021	   0.000906	   0.001456	   0.001500	   0.004674	     62.22 % 
200 4  PLATEAU DITHER____	   0.000020	   0.000633	   0.001042	   0.001112	   0.004641	     60.70 % 
200 4  SHUFFLE DITHER____	   0.000020	   0.001604	   0.001729	   0.001726	   0.006059	     92.80 % 
200 16  STAGGER IDENT_____	   0.000020	   0.002037	   0.002100	   0.001952	   0.005254	     97.01 % 
200 16  SAWTOTH IDENT_____	   0.000021	   0.001423	   0.001555	   0.001650	   0.002554	     91.50 % 
200 16  _RANDOM IDENT_____	   0.000020	   0.001613	   0.002045	   0.002190	   0.004699	     78.86 % 
200 16  PLATEAU IDENT_____	   0.000021	   0.000283	   0.000293	   0.000253	   0.000160	     96.58 % 
200 16  SHUFFLE IDENT_____	   0.000023	   0.001497	   0.000980	   0.001009	!  0.004446	    152.85 % .!!!.
200 16  STAGGER REVERSE___	   0.000020	   0.002061	   0.002126	   0.001908	   0.005450	     96.94 % 
200 16  SAWTOTH REVERSE___	   0.000020	   0.001226	   0.001700	   0.001575	   0.002746	     72.10 % 
200 16  _RANDOM REVERSE___	   0.000020	   0.001459	   0.002016	   0.002101	   0.004719	     72.37 % 
200 16  PLATEAU REVERSE___	   0.000021	   0.000412	   0.000314	   0.000287	   0.000169	    131.30 % .!!!.
200 16  SHUFFLE REVERSE___	   0.000020	   0.001584	!  0.001745	!  0.001654	!  0.004877	     90.76 % 
200 16  STAGGER REVERSE_FR	   0.000020	   0.001994	   0.002260	   0.002192	   0.005400	     88.22 % 
200 16  SAWTOTH REVERSE_FR	   0.000021	   0.001380	   0.001915	   0.001859	   0.002580	     72.08 % 
200 16  _RANDOM REVERSE_FR	   0.000021	   0.001503	   0.001934	   0.001921	   0.004693	     77.74 % 
200 16  PLATEAU REVERSE_FR	   0.000027	   0.000448	   0.000288	   0.000271	   0.000168	    155.55 % .!!!.
200 16  SHUFFLE REVERSE_FR	   0.000021	   0.002071	   0.001745	   0.001309	!  0.005628	    118.72 % .!!.
200 16  STAGGER REVERSE_BA	   0.000021	   0.001815	   0.002224	   0.001925	   0.005379	     81.60 % 
200 16  SAWTOTH REVERSE_BA	   0.000020	   0.001303	   0.001894	   0.001873	   0.002608	     68.77 % 
200 16  _RANDOM REVERSE_BA	   0.000021	   0.001677	   0.002034	   0.002078	   0.004699	     82.45 % 
200 16  PLATEAU REVERSE_BA	   0.000020	   0.000284	   0.000293	   0.000253	   0.000160	     96.94 % 
200 16  SHUFFLE REVERSE_BA	   0.000020	   0.001567	   0.001716	   0.001650	!  0.005943	     91.34 % 
200 16  STAGGER SORT______	   0.000020	   0.000563	   0.000466	   0.000421	   0.000161	    120.70 % .!!!.
200 16  SAWTOTH SORT______	   0.000021	   0.000768	   0.000685	   0.000521	   0.000161	    112.09 % .!!.
200 16  _RANDOM SORT______	   0.000021	   0.000826	   0.000714	   0.000537	   0.000161	    115.72 % .!!.
200 16  PLATEAU SORT______	   0.000021	   0.000283	   0.000292	   0.000252	   0.000160	     96.67 % 
200 16  SHUFFLE SORT______	   0.000021	   0.000560	   0.000462	   0.000421	   0.000160	    121.41 % .!!!.
200 16  STAGGER DITHER____	   0.000021	   0.001967	   0.002075	   0.001948	   0.005258	     94.83 % 
200 16  SAWTOTH DITHER____	   0.000021	   0.001388	   0.001931	   0.001805	   0.004676	     71.91 % 
200 16  _RANDOM DITHER____	   0.000021	   0.001578	   0.001977	   0.002076	   0.004706	     79.82 % 
200 16  PLATEAU DITHER____	   0.000020	   0.000797	   0.000720	   0.001051	   0.004677	    110.69 % .!!.
200 16  SHUFFLE DITHER____	   0.000020	   0.001575	   0.001078	   0.001071	   0.006038	    146.09 % .!!!.
200 64  STAGGER IDENT_____	   0.000021	   0.001802	   0.001789	   0.001653	   0.004856	    100.73 % ..
200 64  SAWTOTH IDENT_____	   0.000020	   0.001646	   0.002152	   0.002105	   0.001286	     76.48 % 
200 64  _RANDOM IDENT_____	   0.000020	   0.001979	   0.002280	   0.002382	   0.004818	     86.81 % 
200 64  PLATEAU IDENT_____	   0.000020	   0.000438	   0.000401	   0.000292	   0.000160	    109.17 % .!.
200 64  SHUFFLE IDENT_____	   0.000021	   0.000994	   0.000718	   0.000621	!  0.001648	    138.40 % .!!!.
200 64  STAGGER REVERSE___	   0.000020	   0.001632	   0.002017	   0.002022	   0.004938	     80.94 % 
200 64  SAWTOTH REVERSE___	   0.000021	   0.001571	   0.001798	   0.001697	   0.001452	     87.42 % 
200 64  _RANDOM REVERSE___	   0.000020	   0.001954	   0.002362	   0.002245	   0.004833	     82.74 % 
200 64  PLATEAU REVERSE___	   0.000021	   0.000626	   0.000523	   0.000485	   0.000232	    119.70 % .!!.
200 64  SHUFFLE REVERSE___	   0.000020	   0.001140	   0.001112	   0.001036	!  0.001687	    102.48 % ..
200 64  STAGGER REVERSE_FR	   0.000021	   0.001646	   0.002024	   0.002087	   0.004922	     81.33 % 
200 64  SAWTOTH REVERSE_FR	   0.000021	   0.001764	   0.002039	   0.002049	   0.001785	     86.53 % 
200 64  _RANDOM REVERSE_FR	   0.000021	   0.001890	   0.002206	   0.002171	   0.004814	     85.67 % 
200 64  PLATEAU REVERSE_FR	   0.000020	   0.000776	   0.000796	   0.000825	   0.000221	     97.57 % 
200 64  SHUFFLE REVERSE_FR	   0.000020	   0.001670	   0.001182	   0.001244	   0.001991	    141.29 % .!!!.
200 64  STAGGER REVERSE_BA	   0.000027	   0.001959	   0.002001	   0.001975	   0.004849	     97.93 % 
200 64  SAWTOTH REVERSE_BA	   0.000020	   0.001633	   0.001756	   0.001569	   0.001819	     92.99 % 
200 64  _RANDOM REVERSE_BA	   0.000020	   0.002034	   0.002193	   0.002203	   0.004817	     92.77 % 
200 64  PLATEAU REVERSE_BA	   0.000020	   0.000435	   0.000400	   0.000294	   0.000160	    108.76 % .!.
200 64  SHUFFLE REVERSE_BA	   0.000021	   0.001097	   0.001500	   0.001154	   0.001929	     73.12 % 
200 64  STAGGER SORT______	   0.000027	   0.000589	   0.000499	   0.000423	   0.000154	    117.85 % .!!.
200 64  SAWTOTH SORT______	   0.000027	   0.000586	   0.000456	   0.000422	   0.000156	    128.40 % .!!!.
200 64  _RANDOM SORT______	   0.000021	   0.000599	   0.000504	   0.000424	   0.000161	    118.89 % .!!.
200 64  PLATEAU SORT______	   0.000020	   0.000440	   0.000408	   0.000292	   0.000160	    107.88 % .!.
200 64  SHUFFLE SORT______	   0.000020	   0.000558	   0.000462	   0.000422	   0.000160	    120.68 % .!!!.
200 64  STAGGER DITHER____	   0.000020	   0.001813	   0.001780	   0.001654	   0.004857	    101.84 % ..
200 64  SAWTOTH DITHER____	   0.000021	   0.001860	   0.002099	   0.001988	   0.004820	     88.61 % 
200 64  _RANDOM DITHER____	   0.000020	   0.002010	   0.002245	   0.002250	   0.004824	     89.55 % 
200 64  PLATEAU DITHER____	   0.000027	   0.000826	   0.001159	   0.001008	   0.004809	     71.22 % 
200 64  SHUFFLE DITHER____	   0.000021	   0.001145	   0.000835	   0.000737	   0.005994	    137.14 % .!!!.
200 256  STAGGER IDENT_____	   0.000020	   0.001853	   0.002343	   0.002422	   0.005204	     79.08 % 
200 256  SAWTOTH IDENT_____	   0.000020	   0.000559	   0.000463	   0.000418	   0.000161	    120.68 % .!!!.
200 256  _RANDOM IDENT_____	   0.000021	   0.002002	   0.002344	   0.002321	   0.005155	     85.41 % 
200 256  PLATEAU IDENT_____	   0.000021	   0.000557	   0.000459	   0.000421	   0.000160	    121.27 % .!!!.
200 256  SHUFFLE IDENT_____	   0.000021	   0.000721	   0.000574	   0.000515	!  0.000889	    125.78 % .!!!.
200 256  STAGGER REVERSE___	   0.000021	   0.001781	   0.002118	   0.002053	   0.005302	     84.07 % 
200 256  SAWTOTH REVERSE___	   0.000021	   0.000924	   0.000998	   0.000938	   0.000292	     92.56 % 
200 256  _RANDOM REVERSE___	   0.000027	   0.002013	   0.002309	   0.002214	   0.005171	     87.18 % 
200 256  PLATEAU REVERSE___	   0.000021	   0.000922	   0.001000	   0.000932	   0.000291	     92.17 % 
200 256  SHUFFLE REVERSE___	   0.000021	   0.001027	   0.001044	   0.000973	!  0.000985	     98.36 % 
200 256  STAGGER REVERSE_FR	   0.000020	   0.001694	   0.002261	   0.002303	   0.005306	     74.94 % 
200 256  SAWTOTH REVERSE_FR	   0.000020	   0.001445	   0.001057	   0.001190	   0.000767	    136.74 % .!!!.
200 256  _RANDOM REVERSE_FR	   0.000020	   0.002032	   0.002211	   0.002247	   0.005148	     91.90 % 
200 256  PLATEAU REVERSE_FR	   0.000020	   0.001432	   0.001055	   0.001187	   0.000765	    135.71 % .!!!.
200 256  SHUFFLE REVERSE_FR	   0.000021	   0.001487	   0.001073	   0.001188	   0.001302	    138.61 % .!!!.
200 256  STAGGER REVERSE_BA	   0.000020	   0.001702	   0.001892	   0.001868	   0.005207	     89.96 % 
200 256  SAWTOTH REVERSE_BA	   0.000020	   0.000731	   0.001287	   0.001093	   0.000847	     56.75 % 
200 256  _RANDOM REVERSE_BA	   0.000027	   0.001890	   0.002260	   0.002236	   0.005143	     83.60 % 
200 256  PLATEAU REVERSE_BA	   0.000020	   0.000733	   0.001288	   0.001087	   0.000846	     56.93 % 
200 256  SHUFFLE REVERSE_BA	   0.000021	   0.000878	   0.001342	   0.001090	   0.001328	     65.43 % 
200 256  STAGGER SORT______	   0.000020	   0.000558	   0.000461	   0.000422	   0.000160	    121.04 % .!!!.
200 256  SAWTOTH SORT______	   0.000020	   0.000558	   0.000462	   0.000417	   0.000161	    120.92 % .!!!.
200 256  _RANDOM SORT______	   0.000020	   0.000585	   0.000477	   0.000420	   0.000161	    122.67 % .!!!.
200 256  PLATEAU SORT______	   0.000020	   0.000559	   0.000462	   0.000421	   0.000160	    121.17 % .!!!.
200 256  SHUFFLE SORT______	   0.000020	   0.000558	   0.000463	   0.000422	   0.000161	    120.72 % .!!!.
200 256  STAGGER DITHER____	   0.000021	   0.001690	   0.002389	   0.002493	   0.005208	     70.75 % 
200 256  SAWTOTH DITHER____	   0.000021	   0.001027	   0.000890	   0.000852	   0.005214	    115.38 % .!!.
200 256  _RANDOM DITHER____	   0.000027	   0.002095	   0.002313	   0.002216	   0.005151	     90.54 % 
200 256  PLATEAU DITHER____	   0.000021	   0.001025	   0.000885	   0.000856	   0.005212	    115.81 % .!!.
200 256  SHUFFLE DITHER____	   0.000020	   0.000956	   0.000683	   0.000606	   0.005827	    140.02 % .!!!.
lreps: 81 with reps: 10

500 1  STAGGER IDENT_____	   0.000050	   0.001906	   0.006495	   0.006851	   0.001765	     29.35 % 
500 1  SAWTOTH IDENT_____	   0.000049	   0.000203	   0.000593	   0.000507	   0.000280	     34.31 % 
500 1  _RANDOM IDENT_____	   0.000049	   0.000203	   0.000595	   0.000508	   0.000279	     34.17 % 
500 1  PLATEAU IDENT_____	   0.000049	   0.000304	   0.000610	   0.000524	   0.000280	     49.88 % 
500 1  SHUFFLE IDENT_____	   0.000049	   0.000303	   0.001393	   0.001457	   0.000280	     21.76 % 
500 1  STAGGER REVERSE___	   0.000049	   0.002235	   0.006127	   0.006553	   0.002092	     36.48 % 
500 1  SAWTOTH REVERSE___	   0.000049	   0.000202	   0.000594	   0.000509	   0.000280	     33.99 % 
500 1  _RANDOM REVERSE___	   0.000049	   0.000202	   0.000592	   0.000508	   0.000280	     34.16 % 
500 1  PLATEAU REVERSE___	   0.000049	   0.000594	   0.000598	   0.000510	   0.000240	     99.31 % 
500 1  SHUFFLE REVERSE___	   0.000049	   0.000645	   0.002220	   0.002459	   0.000606	     29.03 % 
500 1  STAGGER REVERSE_FR	   0.000049	   0.002069	   0.006284	   0.006499	   0.001926	     32.93 % 
500 1  SAWTOTH REVERSE_FR	   0.000049	   0.000202	   0.000598	   0.000508	   0.000280	     33.70 % 
500 1  _RANDOM REVERSE_FR	   0.000049	   0.000202	   0.000594	   0.000506	   0.000279	     33.99 % 
500 1  PLATEAU REVERSE_FR	   0.000049	   0.001811	   0.000608	   0.000522	   0.000247	    298.07 % .!!!!!.
500 1  SHUFFLE REVERSE_FR	   0.000049	   0.000479	   0.003094	   0.003169	   0.001752	     15.49 % 
500 1  STAGGER REVERSE_BA	   0.000049	   0.002076	   0.007039	   0.006703	   0.001922	     29.49 % 
500 1  SAWTOTH REVERSE_BA	   0.000049	   0.000202	   0.000593	   0.000512	   0.000280	     34.00 % 
500 1  _RANDOM REVERSE_BA	   0.000049	   0.000201	   0.000594	   0.000508	   0.000280	     33.85 % 
500 1  PLATEAU REVERSE_BA	   0.000049	   0.000303	   0.000606	   0.000521	   0.000278	     50.03 % 
500 1  SHUFFLE REVERSE_BA	   0.000049	   0.002085	   0.002633	   0.002662	   0.001938	     79.19 % 
500 1  STAGGER SORT______	   0.000049	   0.000304	   0.001402	   0.001480	   0.000277	     21.70 % 
500 1  SAWTOTH SORT______	   0.000049	   0.000207	   0.000594	   0.000508	   0.000280	     34.91 % 
500 1  _RANDOM SORT______	   0.000049	   0.000203	   0.000594	   0.000506	   0.000279	     34.16 % 
500 1  PLATEAU SORT______	   0.000049	   0.000303	   0.000606	   0.000520	   0.000279	     50.03 % 
500 1  SHUFFLE SORT______	   0.000049	   0.000303	   0.001394	   0.001462	   0.000278	     21.76 % 
500 1  STAGGER DITHER____	   0.000049	   0.005386	   0.006024	   0.006159	   0.008862	     89.42 % 
500 1  SAWTOTH DITHER____	   0.000049	   0.002909	   0.001567	   0.001782	   0.007893	    185.63 % .!!!!.
500 1  _RANDOM DITHER____	   0.000049	   0.002897	   0.001572	   0.001785	   0.007891	    184.27 % .!!!!.
500 1  PLATEAU DITHER____	   0.000049	   0.002910	   0.001595	   0.001816	   0.007897	    182.49 % .!!!!.
500 1  SHUFFLE DITHER____	   0.000049	   0.003465	   0.001665	   0.001714	   0.009840	    208.16 % .!!!!!.
500 4  STAGGER IDENT_____	   0.000049	   0.004272	   0.005427	   0.005441	   0.004212	     78.72 % 
500 4  SAWTOTH IDENT_____	   0.000049	   0.002325	   0.001276	   0.001411	   0.007905	    182.22 % .!!!!.
500 4  _RANDOM IDENT_____	   0.000049	   0.002789	!  0.002157	   0.001743	   0.007967	    129.33 % .!!!.
500 4  PLATEAU IDENT_____	   0.000049	   0.000304	   0.000612	   0.000526	   0.000277	     49.64 % 
500 4  SHUFFLE IDENT_____	   0.000049	   0.005411	   0.004848	   0.004725	   0.010949	    111.62 % .!!.
500 4  STAGGER REVERSE___	   0.000049	   0.004662	   0.005310	   0.005193	   0.004559	     87.80 % 
500 4  SAWTOTH REVERSE___	   0.000049	   0.002953	   0.001335	   0.001446	   0.008003	    221.27 % .!!!!!.
500 4  _RANDOM REVERSE___	   0.000049	   0.002856	   0.001448	   0.001452	   0.007965	    197.22 % .!!!!.
500 4  PLATEAU REVERSE___	   0.000049	   0.000601	   0.000615	   0.000522	   0.000249	     97.79 % 
500 4  SHUFFLE REVERSE___	   0.000049	   0.005942	   0.005860	   0.006094	   0.012108	    101.41 % ..
500 4  STAGGER REVERSE_FR	   0.000049	   0.004538	   0.005980	   0.006082	   0.004387	     75.89 % 
500 4  SAWTOTH REVERSE_FR	   0.000049	   0.003145	   0.001329	   0.001391	   0.008026	    236.54 % .!!!!!.
500 4  _RANDOM REVERSE_FR	   0.000049	   0.002637	   0.001519	   0.001494	   0.007955	    173.64 % .!!!!.
500 4  PLATEAU REVERSE_FR	   0.000049	   0.001807	   0.000642	   0.000531	   0.000256	    281.71 % .!!!!!.
500 4  SHUFFLE REVERSE_FR	   0.000049	   0.006353	   0.004628	   0.004675	   0.011587	    137.28 % .!!!.
500 4  STAGGER REVERSE_BA	   0.000049	   0.004743	   0.005501	   0.005219	   0.004554	     86.21 % 
500 4  SAWTOTH REVERSE_BA	   0.000049	   0.002381	   0.001303	   0.001437	   0.007901	    182.66 % .!!!!.
500 4  _RANDOM REVERSE_BA	   0.000049	   0.003341	   0.001781	   0.001694	   0.007964	    187.62 % .!!!!.
500 4  PLATEAU REVERSE_BA	   0.000049	   0.000301	   0.000616	   0.000526	   0.000280	     48.93 % 
500 4  SHUFFLE REVERSE_BA	   0.000049	   0.005685	   0.005721	   0.005898	   0.011527	     99.36 % 
500 4  STAGGER SORT______	   0.000049	   0.000304	   0.001440	   0.001470	   0.000281	     21.08 % 
