
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of 2 %.


Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11P	RADIX	[DPQ_11 % DPQ_18_11_21]

lreps: 1 with reps: 5

SAWTOTH:DITHER____ stats (%): [9: µ=194.41357 σ=117.56076 rms=311.97433 min=27.153978 max=372.1113]
_RANDOM:DITHER____ stats (%): [9: µ=244.57817 σ=141.44305 rms=386.0212 min=22.22005 max=431.09735]
PLATEAU:DITHER____ stats (%): [9: µ=33.18077 σ=19.53202 rms=52.71279 min=22.207687 max=77.0819]
SHUFFLE:DITHER____ stats (%): [9: µ=93.47179 σ=43.58648 rms=137.05826 min=53.696495 max=167.89218]


- size = 100000
stats (%): [266: µ=175.75766 σ=125.06368 rms=300.82135 min=21.508566 max=491.8311]
STAGGER:IDENT_____ stats (%): [9: µ=235.15543 σ=166.55333 rms=401.70877 min=44.37953 max=410.18756]
SAWTOTH:IDENT_____ stats (%): [9: µ=94.76145 σ=62.963375 rms=157.72482 min=23.62416 max=220.96722]
_RANDOM:IDENT_____ stats (%): [9: µ=306.45264 σ=141.66609 rms=448.1187 min=92.3888 max=491.8311]
PLATEAU:IDENT_____ stats (%): [9: µ=182.45448 σ=16.776808 rms=199.2313 min=164.00476 max=207.92049]
SHUFFLE:IDENT_____ stats (%): [9: µ=89.60067 σ=69.303215 rms=158.90388 min=21.81344 max=210.23215]
STAGGER:REVERSE___ stats (%): [9: µ=237.46782 σ=168.36095 rms=405.82877 min=45.529755 max=413.0484]
SAWTOTH:REVERSE___ stats (%): [9: µ=92.873116 σ=63.801304 rms=156.67442 min=26.828724 max=223.78897]
_RANDOM:REVERSE___ stats (%): [9: µ=305.26154 σ=141.9382 rms=447.19977 min=93.06213 max=490.65955]
PLATEAU:REVERSE___ stats (%): [8: µ=118.265625 σ=4.9034467 rms=123.169075 min=107.33135 max=121.70914]
SHUFFLE:REVERSE___ stats (%): [8: µ=99.74387 σ=48.33357 rms=148.07744 min=31.217596 max=164.58667]
STAGGER:REVERSE_FR stats (%): [9: µ=242.21597 σ=170.19403 rms=412.41 min=45.278446 max=425.52814]
SAWTOTH:REVERSE_FR stats (%): [9: µ=100.42345 σ=70.291855 rms=170.7153 min=27.396408 max=249.48]
_RANDOM:REVERSE_FR stats (%): [9: µ=295.78375 σ=153.83401 rms=449.61777 min=73.13646 max=491.6381]
PLATEAU:REVERSE_FR stats (%): [9: µ=112.88273 σ=31.563347 rms=144.44608 min=30.759005 max=141.07336]
SHUFFLE:REVERSE_FR stats (%): [8: µ=88.20007 σ=63.883636 rms=152.08371 min=26.384132 max=210.11879]
STAGGER:REVERSE_BA stats (%): [9: µ=239.59169 σ=168.17912 rms=407.7708 min=45.836636 max=415.34372]
SAWTOTH:REVERSE_BA stats (%): [9: µ=96.48909 σ=61.586273 rms=158.07536 min=21.577906 max=223.62376]
_RANDOM:REVERSE_BA stats (%): [9: µ=298.763 σ=153.56421 rms=452.3272 min=72.96815 max=490.86908]
PLATEAU:REVERSE_BA stats (%): [9: µ=158.3219 σ=27.823696 rms=186.1456 min=85.85232 max=183.06271]
SHUFFLE:REVERSE_BA stats (%): [8: µ=80.941956 σ=52.55864 rms=133.5006 min=28.6144 max=196.67021]
STAGGER:SORT______ stats (%): [9: µ=183.09602 σ=15.493553 rms=198.58957 min=163.80873 max=210.0359]
SAWTOTH:SORT______ stats (%): [9: µ=170.3707 σ=42.927925 rms=213.29863 min=73.1544 max=237.26971]
_RANDOM:SORT______ stats (%): [9: µ=170.5876 σ=38.35167 rms=208.93927 min=73.3181 max=195.63867]
PLATEAU:SORT______ stats (%): [9: µ=186.62169 σ=14.9681015 rms=201.5898 min=166.01688 max=208.9645]
SHUFFLE:SORT______ stats (%): [9: µ=176.81807 σ=11.487819 rms=188.30588 min=164.1332 max=189.19597]
STAGGER:DITHER____ stats (%): [9: µ=258.9586 σ=155.9362 rms=414.8948 min=44.516136 max=410.43567]
SAWTOTH:DITHER____ stats (%): [9: µ=214.68077 σ=113.147026 rms=327.8278 min=21.545948 max=347.15427]
_RANDOM:DITHER____ stats (%): [9: µ=296.55917 σ=158.6616 rms=455.2208 min=21.601797 max=490.92868]
PLATEAU:DITHER____ stats (%): [9: µ=29.032993 σ=14.379131 rms=43.412125 min=21.508566 max=65.05722]
SHUFFLE:DITHER____ stats (%): [9: µ=75.25618 σ=29.349455 rms=104.60564 min=55.568024 max=143.97752]


- size = 500000
stats (%): [150: µ=167.01291 σ=128.72095 rms=295.73386 min=21.492062 max=495.69678]
STAGGER:IDENT_____ stats (%): [5: µ=190.87148 σ=182.16154 rms=373.03302 min=38.507034 max=424.55328]
SAWTOTH:IDENT_____ stats (%): [5: µ=100.91475 σ=59.67187 rms=160.58662 min=61.271988 max=205.5613]
_RANDOM:IDENT_____ stats (%): [5: µ=310.3361 σ=180.63736 rms=490.97345 min=63.3758 max=494.95612]
PLATEAU:IDENT_____ stats (%): [5: µ=186.65408 σ=0.54769117 rms=187.20177 min=185.8495 max=187.13997]
SHUFFLE:IDENT_____ stats (%): [5: µ=70.96744 σ=55.872818 rms=126.840256 min=32.535 max=165.41603]
STAGGER:REVERSE___ stats (%): [5: µ=191.76277 σ=181.76448 rms=373.52725 min=40.08014 max=428.97433]
SAWTOTH:REVERSE___ stats (%): [5: µ=108.47896 σ=62.664536 rms=171.1435 min=67.86268 max=218.45955]
_RANDOM:REVERSE___ stats (%): [5: µ=312.4599 σ=175.20601 rms=487.66592 min=70.50796 max=492.57483]
PLATEAU:REVERSE___ stats (%): [5: µ=121.518234 σ=1.8296695 rms=123.34791 min=118.83908 max=123.14773]
SHUFFLE:REVERSE___ stats (%): [5: µ=109.05516 σ=52.58517 rms=161.64034 min=48.88742 max=190.04263]
STAGGER:REVERSE_FR stats (%): [5: µ=193.76172 σ=183.86314 rms=377.62488 min=39.77438 max=422.9385]
SAWTOTH:REVERSE_FR stats (%): [5: µ=109.79906 σ=66.89848 rms=176.69754 min=58.828793 max=221.42401]
_RANDOM:REVERSE_FR stats (%): [5: µ=306.34412 σ=178.57924 rms=484.92334 min=63.137093 max=490.58734]
PLATEAU:REVERSE_FR stats (%): [5: µ=118.684 σ=6.575899 rms=125.259895 min=107.238686 max=123.31248]
SHUFFLE:REVERSE_FR stats (%): [5: µ=58.837826 σ=29.671204 rms=88.509026 min=31.22787 max=102.36207]
STAGGER:REVERSE_BA stats (%): [5: µ=192.37001 σ=181.93709 rms=374.3071 min=40.789093 max=422.2462]
SAWTOTH:REVERSE_BA stats (%): [5: µ=103.967415 σ=68.85682 rms=172.82423 min=55.212715 max=225.26108]
_RANDOM:REVERSE_BA stats (%): [5: µ=310.82376 σ=180.03304 rms=490.85678 min=62.916683 max=491.89786]
PLATEAU:REVERSE_BA stats (%): [5: µ=182.00049 σ=9.624642 rms=191.62512 min=164.79546 max=186.7797]
SHUFFLE:REVERSE_BA stats (%): [5: µ=64.88579 σ=27.303656 rms=92.189445 min=39.93281 max=106.64776]
STAGGER:SORT______ stats (%): [5: µ=171.88138 σ=14.524 rms=186.40538 min=152.46053 max=183.15858]
SAWTOTH:SORT______ stats (%): [5: µ=139.36766 σ=42.80536 rms=182.17302 min=63.58416 max=164.36594]
_RANDOM:SORT______ stats (%): [5: µ=148.17427 σ=47.695118 rms=195.8694 min=63.775875 max=181.2229]
PLATEAU:SORT______ stats (%): [5: µ=185.30333 σ=0.4810147 rms=185.78435 min=184.45177 max=185.60867]
SHUFFLE:SORT______ stats (%): [5: µ=172.57245 σ=18.969736 rms=191.54219 min=142.52435 max=186.50595]
STAGGER:DITHER____ stats (%): [5: µ=227.63756 σ=169.17427 rms=396.81183 min=38.892853 max=416.95557]
SAWTOTH:DITHER____ stats (%): [5: µ=220.14177 σ=133.89607 rms=354.03784 min=22.758999 max=378.3197]
_RANDOM:DITHER____ stats (%): [5: µ=302.2526 σ=193.68396 rms=495.93655 min=21.675629 max=495.69678]
PLATEAU:DITHER____ stats (%): [5: µ=24.351562 σ=4.7191467 rms=29.07071 min=21.492062 max=32.733433]
SHUFFLE:DITHER____ stats (%): [5: µ=74.21147 σ=19.077385 rms=93.28886 min=60.642494 max=106.376976]


