
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

CHECK_SORTED: false
USE_BOTTOM_UP: false
Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_11	RADIX	MARLIN	PEEK_SORT	DPQ_18_11_E	MARLIN_M2	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

5000 1  SAWTOTH REVERSE___	   0.001126	   0.001882	   0.001885	   0.002070	   0.003896	   0.024612	   0.024386	   0.001900	   0.048463	     99.83 % 
5000 1  _RANDOM REVERSE___	   0.001132	   0.001853	   0.001831	   0.002044	   0.003893	   0.024746	   0.024248	   0.001887	   0.048446	    101.22 % ..
5000 1  PLATEAU REVERSE___	   0.001124	   0.001888	   0.001873	   0.004925	   0.002299	   0.024760	   0.019383	   0.001906	   0.048490	    100.77 % ..
5000 1  SHUFFLE REVERSE___	   0.001124	   0.005338	   0.005285	   0.004982	   0.005364	   0.055704	   0.027006	   0.007605	   0.094361	    101.01 % ..
5000 1  STAGGER REVERSE_FR	   0.001099	   0.016128	   0.015487	   0.019900	   0.019504	   0.052833	   0.033643	   0.025709	   0.082912	    104.14 % ..
5000 1  SAWTOTH REVERSE_FR	   0.001096	   0.001921	   0.001901	   0.002102	   0.003964	   0.024849	   0.024403	   0.001943	   0.048429	    101.06 % ..
5000 1  _RANDOM REVERSE_FR	   0.001121	   0.001875	   0.001873	   0.002050	   0.003944	   0.024725	   0.024263	   0.001899	   0.048452	    100.12 % ..
5000 1  PLATEAU REVERSE_FR	   0.001126	   0.001923	   0.001934	   0.017265	   0.002293	   0.024772	   0.030512	   0.001909	   0.048441	     99.41 % 
5000 1  SHUFFLE REVERSE_FR	   0.001110	   0.003788	   0.003825	   0.003771	   0.017104	   0.039436	   0.031120	   0.004834	   0.067866	     99.04 % 
5000 1  STAGGER REVERSE_BA	   0.001098	   0.016088	   0.015504	   0.019992	   0.019459	   0.052442	   0.032117	   0.025852	   0.082911	    103.77 % ..
5000 1  SAWTOTH REVERSE_BA	   0.001100	   0.001917	   0.001916	   0.002111	   0.003959	   0.025079	   0.024263	   0.001933	   0.048386	    100.06 % ..
5000 1  _RANDOM REVERSE_BA	   0.001126	   0.001868	   0.001866	   0.002084	   0.003974	   0.024782	   0.024402	   0.001876	   0.048464	    100.09 % ..
5000 1  PLATEAU REVERSE_BA	   0.001098	   0.002120	   0.002134	   0.002516	   0.002297	   0.024859	   0.024419	   0.002119	   0.048315	     99.35 % 
5000 1  SHUFFLE REVERSE_BA	   0.001125	   0.015199	   0.015361	   0.020036	   0.019536	   0.039250	   0.032376	   0.025839	   0.067923	     98.95 % 
5000 1  STAGGER SORT______	   0.001105	   0.002117	   0.002117	   0.002532	   0.002295	   0.022542	   0.024343	   0.002123	   0.041209	    100.01 % ..
5000 1  SAWTOTH SORT______	   0.001115	   0.001901	   0.001903	   0.002086	   0.003968	   0.024611	   0.024413	   0.001897	   0.048504	     99.90 % 
5000 1  _RANDOM SORT______	   0.001106	   0.001903	   0.001903	   0.002089	   0.003940	   0.024736	   0.024280	   0.001899	   0.048541	     99.96 % 
5000 1  PLATEAU SORT______	   0.001095	   0.002123	   0.002132	   0.002522	   0.002301	   0.024722	   0.024432	   0.002129	   0.048425	     99.58 % 
5000 1  SHUFFLE SORT______	   0.001108	   0.002110	   0.002100	   0.002522	   0.002281	   0.022522	   0.024418	   0.002078	   0.041077	    100.48 % ..
5000 1  STAGGER DITHER____	   0.001119	   0.152232	   0.163356	   0.103020	   0.078628	   0.068253	   0.109532	   0.214917	   0.099140	     93.19 % 
5000 1  SAWTOTH DITHER____	   0.001132	   0.017668	   0.018138	   0.017804	   0.053180	   0.149558	   0.140799	   0.023032	   0.193632	     97.41 % 
5000 1  _RANDOM DITHER____	   0.001122	   0.017694	   0.018195	   0.017835	   0.053241	   0.149928	   0.141091	   0.023041	   0.193588	     97.25 % 
5000 1  PLATEAU DITHER____	   0.001097	   0.017767	   0.017849	   0.017959	   0.053306	   0.150722	   0.141152	   0.023142	   0.194618	     99.54 % 
5000 1  SHUFFLE DITHER____	   0.001113	   0.029480	   0.032143	   0.038620	   0.078335	   0.065866	   0.104512	   0.039117	   0.097705	     91.72 % 
5000 4  STAGGER IDENT_____	   0.001090	   0.142444	   0.143982	   0.041782	   0.042020	   0.072937	   0.049017	   0.194550	   0.100631	     98.93 % 
5000 4  SAWTOTH IDENT_____	   0.001101	   0.014294	   0.014533	   0.020935	   0.053095	   0.149101	   0.140046	   0.018392	   0.193056	     98.36 % 
5000 4  _RANDOM IDENT_____	   0.001131	   0.022478	   0.022100	   0.041190	   0.053582	   0.204738	   0.185423	   0.040636	   0.260156	    101.71 % ..
5000 4  PLATEAU IDENT_____	   0.001098	   0.002124	   0.002098	   0.002522	   0.002314	   0.024707	   0.024422	   0.002112	   0.048364	    101.21 % ..
5000 4  SHUFFLE IDENT_____	   0.001099	   0.116772	   0.121483	   0.135219	   0.094700	   0.146719	   0.136190	   0.152594	   0.197237	     96.12 % 
5000 4  STAGGER REVERSE___	   0.001159	   0.146182	   0.147926	   0.044308	   0.044974	   0.106054	   0.050575	   0.200530	   0.154999	     98.82 % 
5000 4  SAWTOTH REVERSE___	   0.001102	   0.014489	   0.014159	   0.020213	   0.053752	   0.150671	   0.145052	   0.019978	   0.196379	    102.33 % ..
5000 4  _RANDOM REVERSE___	   0.001109	   0.022169	   0.022832	   0.032685	   0.054023	   0.205090	   0.185658	   0.043049	   0.260124	     97.10 % 
5000 4  PLATEAU REVERSE___	   0.001096	   0.001939	   0.001923	   0.004947	   0.002303	   0.024682	   0.017625	   0.001926	   0.048528	    100.83 % ..
5000 4  SHUFFLE REVERSE___	   0.001140	   0.122589	   0.126758	   0.126235	   0.095988	   0.162691	   0.173422	   0.159396	   0.222805	     96.71 % 
5000 4  STAGGER REVERSE_FR	   0.001099	   0.148535	   0.151866	   0.042937	   0.043649	   0.089407	   0.048930	   0.197549	   0.127595	     97.81 % 
5000 4  SAWTOTH REVERSE_FR	   0.001126	   0.014934	   0.014818	   0.020343	   0.053689	   0.150386	   0.143386	   0.020591	   0.196758	    100.78 % ..
5000 4  _RANDOM REVERSE_FR	   0.001113	   0.025814	!  0.031260	   0.039156	   0.054473	   0.204970	   0.185632	   0.046969	   0.260076	     82.58 % 
5000 4  PLATEAU REVERSE_FR	   0.001123	   0.001903	   0.001926	   0.017231	   0.002290	   0.024834	   0.027275	   0.001923	   0.048481	     98.82 % 
5000 4  SHUFFLE REVERSE_FR	   0.001120	   0.110620	   0.114615	   0.140103	   0.095684	   0.157395	   0.157448	   0.145841	   0.213381	     96.51 % 
5000 4  STAGGER REVERSE_BA	   0.001158	   0.145494	   0.146531	   0.044238	   0.044744	   0.089280	   0.049259	   0.201184	   0.127096	     99.29 % 
5000 4  SAWTOTH REVERSE_BA	   0.001100	   0.014150	   0.013868	   0.023062	   0.053707	   0.150374	   0.143590	   0.018351	   0.195481	    102.04 % ..
5000 4  _RANDOM REVERSE_BA	   0.001130	   0.022080	   0.021936	   0.040410	   0.054017	   0.204939	   0.185488	   0.040582	   0.260358	    100.66 % ..
5000 4  PLATEAU REVERSE_BA	   0.001139	   0.002067	   0.002086	   0.002499	   0.002270	   0.024712	   0.024379	   0.002091	   0.048340	     99.12 % 
5000 4  SHUFFLE REVERSE_BA	   0.001152	   0.138104	   0.142780	   0.127869	   0.095398	   0.156959	   0.159326	   0.181942	   0.213387	     96.73 % 
5000 4  STAGGER SORT______	   0.001106	   0.002118	   0.002115	   0.002526	   0.002291	   0.022579	   0.024419	   0.002122	   0.041205	    100.18 % ..
5000 4  SAWTOTH SORT______	   0.001107	   0.002073	   0.002070	   0.002383	   0.002319	   0.024893	   0.024303	   0.002079	   0.048508	    100.17 % ..
5000 4  _RANDOM SORT______	   0.001112	   0.002047	   0.002060	   0.002423	   0.002314	   0.024816	   0.024299	   0.002071	   0.048179	     99.39 % 
5000 4  PLATEAU SORT______	   0.001097	   0.002121	   0.002134	   0.002555	   0.002308	   0.024910	   0.024397	   0.002132	   0.048273	     99.38 % 
5000 4  SHUFFLE SORT______	   0.001113	   0.002096	   0.002088	   0.002524	   0.002288	   0.022599	   0.024482	   0.002109	   0.041271	    100.40 % ..
5000 4  STAGGER DITHER____	   0.001108	   0.142388	   0.143987	   0.041885	   0.041908	   0.072956	   0.049078	   0.194444	   0.100615	     98.89 % 
5000 4  SAWTOTH DITHER____	   0.001136	   0.020250	   0.019666	   0.024693	   0.053747	   0.158772	   0.156821	   0.028700	   0.202587	    102.96 % ..
5000 4  _RANDOM DITHER____	   0.001110	   0.037042	   0.039473	   0.050163	   0.053860	   0.229069	   0.204899	   0.068989	   0.283190	     93.84 % 
5000 4  PLATEAU DITHER____	   0.001153	   0.017682	   0.018198	   0.017746	   0.053516	   0.149588	   0.141060	   0.023056	   0.193670	     97.16 % 
5000 4  SHUFFLE DITHER____	   0.001117	   0.128085	   0.132675	   0.146722	   0.112326	   0.161200	   0.152392	   0.162996	   0.213758	     96.54 % 
5000 16  STAGGER IDENT_____	   0.001100	   0.168297	   0.170852	   0.071693	   0.078554	   0.099243	   0.075123	   0.211817	   0.131830	     98.50 % 
5000 16  SAWTOTH IDENT_____	   0.001104	   0.037725	   0.037034	   0.043474	   0.053824	   0.148485	   0.126697	   0.065464	   0.188393	    101.87 % ..
5000 16  _RANDOM IDENT_____	   0.001121	   0.072166	   0.076833	   0.085297	   0.053981	   0.257263	   0.227798	   0.110805	   0.314071	     93.93 % 
5000 16  PLATEAU IDENT_____	   0.001102	   0.002113	   0.002124	   0.002519	   0.002282	   0.024776	   0.024265	   0.002108	   0.048246	     99.48 % 
5000 16  SHUFFLE IDENT_____	   0.001132	   0.053345	   0.068720	   0.094035	   0.103418	   0.116578	   0.103365	   0.093284	   0.161469	     77.63 % 
5000 16  STAGGER REVERSE___	   0.001098	   0.170318	   0.170685	   0.074553	   0.082695	   0.131965	   0.072945	   0.213943	   0.182917	     99.78 % 
5000 16  SAWTOTH REVERSE___	   0.001093	   0.039939	   0.041641	   0.048779	   0.054028	   0.165674	   0.151564	   0.071693	   0.217762	     95.91 % 
5000 16  _RANDOM REVERSE___	   0.001115	   0.069110	   0.067103	   0.079706	   0.054040	   0.256935	   0.227591	   0.107042	   0.313152	    102.99 % ..
5000 16  PLATEAU REVERSE___	   0.001138	   0.001901	   0.001911	   0.004911	   0.002298	   0.024878	   0.017788	   0.001913	   0.048602	     99.48 % 
5000 16  SHUFFLE REVERSE___	   0.001141	   0.058529	   0.066752	   0.080694	   0.104693	   0.141965	   0.113733	   0.100628	   0.200315	     87.68 % 
5000 16  STAGGER REVERSE_FR	   0.001130	   0.170144	   0.174233	   0.072049	   0.080303	   0.115174	   0.074838	   0.218588	   0.157393	     97.65 % 
5000 16  SAWTOTH REVERSE_FR	   0.001116	   0.043241	   0.043010	   0.055600	   0.054024	   0.161558	   0.139305	   0.065448	   0.207060	    100.54 % ..
5000 16  _RANDOM REVERSE_FR	   0.001114	   0.073301	   0.071147	   0.082912	   0.053974	   0.257176	   0.227556	   0.107801	   0.312940	    103.03 % ..
5000 16  PLATEAU REVERSE_FR	   0.001141	   0.001930	   0.001907	   0.017162	   0.002298	   0.025004	   0.027438	   0.001934	   0.048668	    101.20 % ..
5000 16  SHUFFLE REVERSE_FR	   0.001108	   0.063396	   0.074069	   0.098743	   0.104203	   0.130164	   0.110614	   0.099172	   0.181867	     85.59 % 
5000 16  STAGGER REVERSE_BA	   0.001150	   0.164036	   0.167569	   0.072968	   0.080442	   0.115733	   0.071719	   0.208934	   0.157519	     97.89 % 
5000 16  SAWTOTH REVERSE_BA	   0.001129	   0.042225	   0.041343	   0.040201	   0.053814	   0.161475	   0.139305	   0.069840	   0.205690	    102.13 % ..
5000 16  _RANDOM REVERSE_BA	   0.001156	   0.075790	   0.077846	   0.083163	   0.054000	   0.257237	   0.227747	   0.112672	   0.312952	     97.36 % 
5000 16  PLATEAU REVERSE_BA	   0.001123	   0.002090	   0.002106	   0.002522	   0.002296	   0.025162	   0.024459	   0.002117	   0.048368	     99.24 % 
5000 16  SHUFFLE REVERSE_BA	   0.001101	   0.088689	   0.091129	   0.081193	   0.103983	   0.130073	   0.112281	   0.122976	   0.181974	     97.32 % 
5000 16  STAGGER SORT______	   0.001116	   0.002100	   0.002094	   0.002509	   0.002279	   0.022500	   0.024387	   0.002103	   0.041061	    100.26 % ..
5000 16  SAWTOTH SORT______	   0.001123	   0.002060	   0.002091	   0.002481	   0.002277	   0.024861	   0.024467	   0.002120	   0.047275	     98.49 % 
5000 16  _RANDOM SORT______	   0.001114	   0.002058	   0.002063	   0.002497	   0.002296	   0.024684	   0.024288	   0.002117	   0.047311	     99.75 % 
5000 16  PLATEAU SORT______	   0.001113	   0.002062	   0.002108	   0.002534	   0.002307	   0.024913	   0.024374	   0.002128	   0.048408	     97.81 % 
5000 16  SHUFFLE SORT______	   0.001113	   0.002101	   0.002070	   0.002507	   0.002284	   0.022614	   0.024267	   0.002121	   0.041133	    101.52 % ..
5000 16  STAGGER DITHER____	   0.001112	   0.171621	   0.174010	   0.071638	   0.078989	   0.099924	   0.075239	   0.218636	   0.131442	     98.63 % 
5000 16  SAWTOTH DITHER____	   0.001098	   0.057626	   0.058347	   0.062454	   0.053714	   0.184093	   0.167713	   0.093121	   0.222208	     98.76 % 
5000 16  _RANDOM DITHER____	   0.001119	   0.076718	   0.072501	   0.089276	   0.054075	   0.263291	   0.232609	   0.111579	   0.318532	    105.82 % .!.
5000 16  PLATEAU DITHER____	   0.001098	   0.016919	   0.016788	   0.018164	   0.053712	   0.149818	   0.140847	   0.022365	   0.194825	    100.78 % ..
5000 16  SHUFFLE DITHER____	   0.001098	   0.062257	   0.068557	   0.105201	   0.107334	   0.122300	   0.118492	   0.102753	   0.170184	     90.81 % 
5000 64  STAGGER IDENT_____	   0.001101	   0.186601	   0.190799	   0.103041	   0.072979	   0.125609	   0.103886	   0.235714	   0.163427	     97.80 % 
5000 64  SAWTOTH IDENT_____	   0.001101	   0.083388	   0.087795	   0.090899	   0.054627	   0.130100	   0.105299	   0.125108	   0.166962	     94.98 % 
5000 64  _RANDOM IDENT_____	   0.001120	   0.122184	   0.130656	   0.130017	   0.054348	   0.298646	   0.265340	   0.169922	   0.356086	     93.52 % 
5000 64  PLATEAU IDENT_____	   0.001097	   0.002115	   0.002134	   0.002555	   0.002298	   0.024696	   0.024414	   0.002154	   0.048346	     99.07 % 
5000 64  SHUFFLE IDENT_____	   0.001093	   0.045918	   0.048996	   0.073362	   0.104665	   0.095296	   0.076206	   0.066206	   0.134708	     93.72 % 
5000 64  STAGGER REVERSE___	   0.001121	   0.187470	   0.193265	   0.105601	   0.073989	   0.155804	   0.104069	   0.235612	   0.208647	     97.00 % 
5000 64  SAWTOTH REVERSE___	   0.001110	   0.080018	   0.086383	   0.099562	   0.055123	   0.159803	   0.106232	   0.115375	   0.212917	     92.63 % 
5000 64  _RANDOM REVERSE___	   0.001134	   0.121708	   0.130273	   0.130585	   0.054356	   0.298891	   0.265158	   0.172491	   0.356516	     93.42 % 
5000 64  PLATEAU REVERSE___	   0.001114	   0.001991	   0.001935	   0.004934	   0.002320	   0.025290	   0.018059	   0.002096	   0.049119	    102.92 % ..
5000 64  SHUFFLE REVERSE___	   0.001134	   0.054837	   0.057270	   0.079905	   0.104553	   0.123380	   0.076588	   0.078519	   0.178374	     95.75 % 
5000 64  STAGGER REVERSE_FR	   0.001108	   0.191888	   0.196351	   0.103802	   0.073501	   0.140877	   0.103217	   0.243650	   0.187585	     97.73 % 
5000 64  SAWTOTH REVERSE_FR	   0.001099	   0.081475	   0.087614	   0.098292	   0.055199	   0.146389	   0.104226	   0.129018	   0.192476	     92.99 % 
5000 64  _RANDOM REVERSE_FR	   0.001110	   0.121098	   0.130037	   0.129610	   0.054375	   0.298651	   0.264744	   0.167941	   0.356996	     93.13 % 
5000 64  PLATEAU REVERSE_FR	   0.001161	   0.001973	   0.001985	   0.017226	   0.002347	   0.025212	   0.027504	   0.002019	   0.048982	     99.39 % 
5000 64  SHUFFLE REVERSE_FR	   0.001141	   0.054031	   0.059232	   0.078359	   0.104505	   0.109801	   0.077792	   0.079041	   0.157213	     91.22 % 
5000 64  STAGGER REVERSE_BA	   0.001127	   0.193760	   0.199399	   0.104635	   0.073014	   0.141669	   0.103731	   0.246024	   0.187381	     97.17 % 
5000 64  SAWTOTH REVERSE_BA	   0.001141	   0.080256	   0.084017	   0.097129	   0.054450	   0.145928	   0.105095	   0.123690	   0.192060	     95.52 % 
5000 64  _RANDOM REVERSE_BA	   0.001122	   0.119969	   0.128414	   0.130666	   0.054369	   0.299035	   0.265321	   0.166984	   0.356408	     93.42 % 
5000 64  PLATEAU REVERSE_BA	   0.001099	   0.002125	   0.002099	   0.002522	   0.002319	   0.024789	   0.024491	   0.002135	   0.048347	    101.24 % ..
5000 64  SHUFFLE REVERSE_BA	   0.001122	   0.054115	   0.058253	   0.077061	   0.104573	   0.109503	   0.079837	   0.077468	   0.157131	     92.90 % 
5000 64  STAGGER SORT______	   0.001098	   0.002121	   0.002123	   0.002532	   0.002307	   0.022423	   0.024294	   0.002140	   0.041128	     99.93 % 
5000 64  SAWTOTH SORT______	   0.001114	   0.002071	   0.002074	   0.002475	   0.002282	   0.024061	   0.024490	   0.002130	   0.044650	     99.84 % 
5000 64  _RANDOM SORT______	   0.001114	   0.002101	   0.002058	   0.002513	   0.002285	   0.024190	   0.024425	   0.002078	   0.045257	    102.05 % ..
5000 64  PLATEAU SORT______	   0.001138	   0.002079	   0.002083	   0.002473	   0.002236	   0.024691	   0.024340	   0.002095	   0.048998	     99.80 % 
5000 64  SHUFFLE SORT______	   0.001109	   0.002111	   0.002070	   0.002528	   0.002292	   0.022899	   0.024477	   0.002117	   0.041125	    102.02 % ..
5000 64  STAGGER DITHER____	   0.001119	   0.186451	   0.190829	   0.102809	   0.073182	   0.125708	   0.103973	   0.235744	   0.163096	     97.71 % 
5000 64  SAWTOTH DITHER____	   0.001096	   0.097925	   0.102196	   0.096931	   0.054242	   0.147324	   0.141653	   0.139495	   0.190519	     95.82 % 
5000 64  _RANDOM DITHER____	   0.001119	   0.125131	   0.135365	   0.132787	   0.054279	   0.299717	   0.265875	   0.174158	   0.358839	     92.44 % 
5000 64  PLATEAU DITHER____	   0.001095	   0.018111	   0.017005	   0.018292	   0.053913	   0.149432	   0.140453	   0.023688	   0.194833	    106.50 % .!.
5000 64  SHUFFLE DITHER____	   0.001121	   0.050968	   0.054033	   0.070116	   0.105140	   0.102444	   0.107635	   0.072696	   0.144643	     94.33 % 
5000 256  STAGGER IDENT_____	   0.001145	   0.203681	   0.210193	   0.218282	   0.078099	   0.146132	   0.124897	   0.254266	   0.184907	     96.90 % 
5000 256  SAWTOTH IDENT_____	   0.001100	   0.144765	   0.148390	   0.070344	   0.055968	   0.102206	   0.074035	   0.189008	   0.135140	     97.56 % 
5000 256  _RANDOM IDENT_____	   0.001114	   0.198008	   0.207926	   0.192684	   0.054871	   0.330995	   0.296425	   0.251743	   0.392704	     95.23 % 
5000 256  PLATEAU IDENT_____	   0.001110	   0.002104	   0.002125	   0.002508	   0.002296	   0.024625	   0.024399	   0.002133	   0.048101	     98.99 % 
5000 256  SHUFFLE IDENT_____	   0.001144	   0.037136	   0.040445	   0.062265	   0.101503	   0.076517	   0.057540	   0.055106	   0.111004	     91.82 % 
5000 256  STAGGER REVERSE___	   0.001145	   0.199580	   0.206141	   0.212389	   0.081786	   0.167436	   0.153932	   0.255171	   0.215971	     96.82 % 
5000 256  SAWTOTH REVERSE___	   0.001143	   0.156325	   0.165750	   0.073892	   0.062340	   0.134748	   0.074733	   0.209327	   0.185656	     94.31 % 
5000 256  _RANDOM REVERSE___	   0.001111	   0.197996	   0.206960	   0.194799	   0.058887	   0.331136	   0.296266	   0.256593	   0.392358	     95.67 % 
5000 256  PLATEAU REVERSE___	   0.001100	   0.002268	   0.002270	   0.004960	   0.002641	   0.026410	   0.018826	   0.002532	   0.050858	     99.90 % 
5000 256  SHUFFLE REVERSE___	   0.001116	   0.058643	   0.062388	   0.062912	   0.108067	   0.105864	   0.056734	   0.083023	   0.157420	     94.00 % 
5000 256  STAGGER REVERSE_FR	   0.001097	   0.209177	   0.219676	   0.220189	   0.082511	   0.157992	   0.139711	   0.264471	   0.202556	     95.22 % 
5000 256  SAWTOTH REVERSE_FR	   0.001115	   0.156593	   0.163426	   0.072301	   0.061480	   0.118939	   0.073177	   0.199786	   0.161090	     95.82 % 
5000 256  _RANDOM REVERSE_FR	   0.001109	   0.200024	   0.210142	   0.192881	   0.058876	   0.330887	   0.296319	   0.253815	   0.392636	     95.19 % 
5000 256  PLATEAU REVERSE_FR	   0.001141	   0.002274	   0.002243	   0.017340	   0.002605	   0.026502	   0.028292	   0.002506	   0.050912	    101.40 % ..
5000 256  SHUFFLE REVERSE_FR	   0.001119	   0.050622	   0.056088	   0.065291	   0.105127	   0.091466	   0.058585	   0.082053	   0.134579	     90.26 % 
5000 256  STAGGER REVERSE_BA	   0.001100	   0.200738	   0.208042	   0.217118	   0.082074	   0.158151	   0.140604	   0.255969	   0.202286	     96.49 % 
5000 256  SAWTOTH REVERSE_BA	   0.001156	   0.149842	   0.154638	   0.074401	   0.060660	   0.118089	   0.073392	   0.191470	   0.160427	     96.90 % 
